timestamp;c;h;l;o
2020-06-17T08:00:00Z;234.918844148;235.17803454;233.375639181;234.221816633
2020-06-17T09:00:00Z;232.686923917;234.872753704;232.614468223;234.399349235
2020-06-17T10:00:00Z;232.389353532;233.826871073;232.389353532;232.535131807
2020-06-17T11:00:00Z;234.122358872;234.216778185;232.34900369;232.430879364
2020-06-17T12:00:00Z;234.349261665;234.463691873;232.572889052;233.901073063
2020-06-17T13:00:00Z;234.059281204;235.943737996;234.059281204;234.367969502
2020-06-17T14:00:00Z;232.5706674;233.696803464;231.101205976;233.696803464
2020-06-17T15:00:00Z;231.262897889;233.264020149;231.262897889;232.506093259
2020-06-17T16:00:00Z;231.593281066;233.027965797;230.621852011;231.685823961
2020-06-17T17:00:00Z;232.147221805;232.57546881;231.236100687;231.606242256
2020-06-17T18:00:00Z;232.20509773;233.056000603;231.862027589;232.119754641
2020-06-17T19:00:00Z;229.725971627;231.808707307;229.725971627;231.699831269
2020-06-17T20:00:00Z;232.023454093;232.023454093;229.457317023;229.457317023
2020-06-17T21:00:00Z;232.69839234;232.993093518;231.942080703;231.996002277
2020-06-17T22:00:00Z;232.688708775;233.005164822;232.292586183;232.752470813
2020-06-17T23:00:00Z;233.087630463;234.465575344;232.822095156;232.959545764
2020-06-18T00:00:00Z;233.657872476;233.688357696;232.257768036;232.894587109
2020-06-18T01:00:00Z;233.674337185;234.494790855;233.674337185;233.971842356
2020-06-18T02:00:00Z;233.559916127;233.764396851;233.361454589;233.688243054
2020-06-18T03:00:00Z;232.644750281;233.99205321;232.331947422;233.601740046
2020-06-18T04:00:00Z;233.714428353;233.87745777;233.514947355;233.735118314
2020-06-18T05:00:00Z;233.378242973;233.730094679;233.160070847;233.730094679
2020-06-18T06:00:00Z;233.673217475;233.673217475;232.780824301;233.260207361
2020-06-18T07:00:00Z;233.331761426;233.89131813;233.331761426;233.505210806
2020-06-18T08:00:00Z;233.388527078;233.859010804;233.388527078;233.503814968
2020-06-18T09:00:00Z;232.260093024;233.424824587;231.959843872;233.292410574
2020-06-18T10:00:00Z;233.527861548;233.527861548;231.414732519;231.986343643
2020-06-18T11:00:00Z;232.821166829;233.546067984;231.916903168;232.171954283
2020-06-18T12:00:00Z;233.088151532;233.275755591;231.862512733;232.792168214
2020-06-18T13:00:00Z;231.984979031;233.213389514;231.24576375;233.213389514
2020-06-18T14:00:00Z;232.141376002;232.208655096;230.776024458;231.915310312
2020-06-18T15:00:00Z;230.820341056;232.315863302;230.759842635;232.315863302
2020-06-18T16:00:00Z;231.15464198;231.15464198;230.154492857;230.665503068
2020-06-18T17:00:00Z;230.84458278;231.346366629;230.366965207;231.346366629
2020-06-18T18:00:00Z;231.477740793;231.88788987;230.478811838;230.906136093
2020-06-18T19:00:00Z;231.428004852;231.515554988;230.147668858;231.507687704
2020-06-18T20:00:00Z;229.458759385;231.43431102;229.458759385;231.43431102
2020-06-18T21:00:00Z;230.642682988;230.642682988;229.194125067;229.753156847
2020-06-18T22:00:00Z;231.114711202;231.187705612;230.662531358;230.667718984
2020-06-18T23:00:00Z;232.011836938;232.719342291;231.189078991;231.308151751
2020-06-19T00:00:00Z;231.080868886;232.101979593;230.843408354;232.026799817
